ticket_id,order_id,ticket_status,message,channel
T502705,,pending,"Cancel order O216395 please, ordered by mistake",phone
T502706,O206000,open,"Cancel order O206000 please, ordered by mistake",chat
T502707,O200871,open,Can I change the delivery address for O200871?,email
T502708,O219059,open,  RETURN REQUEST: item not as described  ,phone
T502709,O212558,pending,"the tent O212558 leaked on first use, very disappointed",chat
T502710,O207812,closed,"Cancel order O207812 please, ordered by mistake",chat
T502711,O225315,pending,"the tent O225315 leaked on first use, very disappointed",phone
T502712,O217292,Open,"Order O217292 arrived damaged, the zip is broken",phone
T502713,O212067,closed,"Great service, jacket fits perfectly. thanks",chat
T502714,O202220,closed,"Great service, jacket fits perfectly. thanks",email
T502715,O210430,pending,Where is my order O210430?? It is 2 weeks late!!!,phone
T502716,O219420,closed,  RETURN REQUEST: item not as described  ,email
T502717,O200356,Open,"I want a refund for O200356, wrong size delivered",chat
T502718,O207444,pending,Can I change the delivery address for O207444?,phone
T502719,O201328,closed,"Cancel order O201328 please, ordered by mistake",email
T502720,O220364,closed,"I want a refund for O220364, wrong size delivered",email
T502721,O204453,open,"Great service, jacket fits perfectly. thanks",phone
T502722,O200577,pending,"Great service, jacket fits perfectly. thanks",email
T502723,,closed,"Order O222124 arrived damaged, the zip is broken",phone
T502724,O206738,open,"the tent O206738 leaked on first use, very disappointed",email
T502725,O210095,closed,Where is my order O210095?? It is 2 weeks late!!!,chat
T502726,O215725,open,"Order O215725 arrived damaged, the zip is broken",phone
T502727,O221424,Open,Where is my order O221424?? It is 2 weeks late!!!,email
T502728,,pending,  RETURN REQUEST: item not as described  ,email
T502729,O207258,closed,"the tent O207258 leaked on first use, very disappointed",chat
T502730,O210572,closed,"Cancel order O210572 please, ordered by mistake",email
T502731,O222008,Open,"Order O222008 arrived damaged, the zip is broken",chat
T502732,O224171,Open,"the tent O224171 leaked on first use, very disappointed",phone
T502733,O213493,open,"I want a refund for O213493, wrong size delivered",email
T502734,O207944,Open,"the tent O207944 leaked on first use, very disappointed",phone
T502735,O218899,closed,Can I change the delivery address for O218899?,phone
T502736,O204839,open,Can I change the delivery address for O204839?,phone
T502737,O201228,closed,  RETURN REQUEST: item not as described  ,phone
T502738,O219577,open,  RETURN REQUEST: item not as described  ,chat
T502739,O216776,closed,Can I change the delivery address for O216776?,email
T502740,,Open,Can I change the delivery address for O200123?,chat
T502741,O201902,closed,"Order O201902 arrived damaged, the zip is broken",phone
T502742,O221305,open,"Order O221305 arrived damaged, the zip is broken",chat
T502743,O221415,closed,  RETURN REQUEST: item not as described  ,phone
T502744,O204876,pending,"I want a refund for O204876, wrong size delivered",phone
T502745,O207068,open,"I want a refund for O207068, wrong size delivered",chat
T502746,O206034,Open,"I want a refund for O206034, wrong size delivered",phone
T502747,O210371,closed,"Cancel order O210371 please, ordered by mistake",chat
T502748,O202441,Open,Where is my order O202441?? It is 2 weeks late!!!,phone
T502749,O205563,Open,Can I change the delivery address for O205563?,chat
T502750,O206729,Open,"Great service, jacket fits perfectly. thanks",email
T502751,O208695,open,"Cancel order O208695 please, ordered by mistake",chat
T502752,O223466,Open,"the tent O223466 leaked on first use, very disappointed",email
T502753,O210873,open,Where is my order O210873?? It is 2 weeks late!!!,email
T502754,O225781,Open,"Great service, jacket fits perfectly. thanks",email
T502755,O200505,open,"I want a refund for O200505, wrong size delivered",email
T502756,O207207,open,  RETURN REQUEST: item not as described  ,email
T502757,O200361,pending,Can I change the delivery address for O200361?,phone
T502758,O218821,open,"Cancel order O218821 please, ordered by mistake",phone
T502759,O202590,open,"I want a refund for O202590, wrong size delivered",email
T502760,O224405,open,"I want a refund for O224405, wrong size delivered",email
T502761,,closed,"Great service, jacket fits perfectly. thanks",chat
T502762,O215653,pending,  RETURN REQUEST: item not as described  ,chat
T502763,O217837,closed,Where is my order O217837?? It is 2 weeks late!!!,chat
T502764,O222702,closed,"Cancel order O222702 please, ordered by mistake",phone
T502765,O204754,Open,Where is my order O204754?? It is 2 weeks late!!!,email
T502766,O209491,pending,"the tent O209491 leaked on first use, very disappointed",phone
T502767,O203338,Open,"Cancel order O203338 please, ordered by mistake",chat
T502768,O213845,open,Where is my order O213845?? It is 2 weeks late!!!,phone
T502769,O216787,closed,"Order O216787 arrived damaged, the zip is broken",email
T502770,O201380,open,Can I change the delivery address for O201380?,email
T502771,O221978,pending,"I want a refund for O221978, wrong size delivered",email
T502772,O219423,Open,"the tent O219423 leaked on first use, very disappointed",phone
T502773,O208184,pending,"I want a refund for O208184, wrong size delivered",chat
T502774,O224418,Open,  RETURN REQUEST: item not as described  ,phone
T502775,O214883,pending,  RETURN REQUEST: item not as described  ,email
T502776,O201819,pending,"Order O201819 arrived damaged, the zip is broken",chat
T502777,O210149,open,"Cancel order O210149 please, ordered by mistake",phone
T502778,O206444,open,"the tent O206444 leaked on first use, very disappointed",phone
T502779,O206246,open,Where is my order O206246?? It is 2 weeks late!!!,phone
T502780,,closed,"Great service, jacket fits perfectly. thanks",phone
T502781,O223654,Open,Can I change the delivery address for O223654?,chat
T502782,O205966,Open,  RETURN REQUEST: item not as described  ,phone
T502783,O210234,open,Where is my order O210234?? It is 2 weeks late!!!,email
T502784,O211039,pending,"the tent O211039 leaked on first use, very disappointed",chat
T502785,O224590,pending,"Cancel order O224590 please, ordered by mistake",phone
T502786,O225738,Open,"the tent O225738 leaked on first use, very disappointed",phone
T502787,O221930,open,Can I change the delivery address for O221930?,email
T502788,O214566,pending,"Great service, jacket fits perfectly. thanks",phone
T502789,O216925,Open,"the tent O216925 leaked on first use, very disappointed",chat
T502790,O204917,closed,Where is my order O204917?? It is 2 weeks late!!!,chat
T502791,,Open,"Cancel order O219128 please, ordered by mistake",phone
T502792,O210939,Open,Where is my order O210939?? It is 2 weeks late!!!,chat
T502793,O204416,pending,"I want a refund for O204416, wrong size delivered",email
T502794,O216508,closed,Where is my order O216508?? It is 2 weeks late!!!,chat
T502795,O223966,open,"Great service, jacket fits perfectly. thanks",email
T502796,O217376,pending,"I want a refund for O217376, wrong size delivered",phone
T502797,O211999,Open,"Order O211999 arrived damaged, the zip is broken",chat
T502798,O222278,closed,"I want a refund for O222278, wrong size delivered",phone
T502799,,pending,"Order O222856 arrived damaged, the zip is broken",email
T502800,O217400,pending,"Order O217400 arrived damaged, the zip is broken",phone
T502801,,Open,  RETURN REQUEST: item not as described  ,chat
T502802,O217919,closed,"Order O217919 arrived damaged, the zip is broken",email
T502803,O202972,pending,"Great service, jacket fits perfectly. thanks",chat
T502804,O212140,open,"Order O212140 arrived damaged, the zip is broken",chat
T502805,,pending,"I want a refund for O225520, wrong size delivered",email
T502806,O208039,pending,"Order O208039 arrived damaged, the zip is broken",chat
T502807,O216973,Open,"Cancel order O216973 please, ordered by mistake",email
T502808,O219207,pending,Can I change the delivery address for O219207?,chat
T502809,O212437,Open,"Great service, jacket fits perfectly. thanks",chat
T502810,O214352,Open,"Cancel order O214352 please, ordered by mistake",email
T502811,O220952,Open,"Order O220952 arrived damaged, the zip is broken",email
T502812,O204500,Open,Can I change the delivery address for O204500?,phone
T502813,O200401,closed,"Great service, jacket fits perfectly. thanks",phone
T502814,O202664,closed,Can I change the delivery address for O202664?,email
T502815,O221386,pending,"Order O221386 arrived damaged, the zip is broken",email
T502816,O218318,open,  RETURN REQUEST: item not as described  ,email
T502817,O212515,open,"Great service, jacket fits perfectly. thanks",phone
T502818,O217804,pending,"Cancel order O217804 please, ordered by mistake",phone
T502819,O223374,pending,"I want a refund for O223374, wrong size delivered",chat
T502820,O200132,open,"Great service, jacket fits perfectly. thanks",email
T502821,,Open,"Great service, jacket fits perfectly. thanks",email
T502822,O220756,open,"Cancel order O220756 please, ordered by mistake",phone
T502823,O221377,open,"I want a refund for O221377, wrong size delivered",chat
T502824,O200477,Open,"I want a refund for O200477, wrong size delivered",email
T502825,O208568,Open,"Cancel order O208568 please, ordered by mistake",phone
T502826,O214477,pending,"Great service, jacket fits perfectly. thanks",chat
T502827,,Open,"I want a refund for O216461, wrong size delivered",chat
T502828,,open,"I want a refund for O224257, wrong size delivered",email
T502829,O214327,pending,"Great service, jacket fits perfectly. thanks",phone
T502830,O209523,open,  RETURN REQUEST: item not as described  ,phone
T502831,,closed,"the tent O200176 leaked on first use, very disappointed",phone
T502832,O220644,open,Can I change the delivery address for O220644?,chat
T502833,O209309,Open,"I want a refund for O209309, wrong size delivered",phone
T502834,O209793,closed,  RETURN REQUEST: item not as described  ,email
T502835,O204631,pending,"Order O204631 arrived damaged, the zip is broken",phone
T502836,O202327,Open,  RETURN REQUEST: item not as described  ,phone
T502837,O201594,open,"Great service, jacket fits perfectly. thanks",phone
T502838,O202980,open,"Cancel order O202980 please, ordered by mistake",chat
T502839,O203822,open,"Order O203822 arrived damaged, the zip is broken",chat
T502840,O216925,open,"I want a refund for O216925, wrong size delivered",email
T502841,O213675,Open,"Order O213675 arrived damaged, the zip is broken",phone
T502842,O200109,pending,"the tent O200109 leaked on first use, very disappointed",chat
T502843,O222537,open,"Order O222537 arrived damaged, the zip is broken",phone
T502844,O213919,closed,Can I change the delivery address for O213919?,email
T502845,O216784,pending,"Great service, jacket fits perfectly. thanks",email
T502846,O220110,pending,"Order O220110 arrived damaged, the zip is broken",email
T502847,O206919,pending,"Great service, jacket fits perfectly. thanks",email
T502848,,closed,"Order O206342 arrived damaged, the zip is broken",phone
T502849,O203283,closed,"the tent O203283 leaked on first use, very disappointed",chat
T502850,O220512,closed,"Order O220512 arrived damaged, the zip is broken",phone
T502851,O201015,pending,"I want a refund for O201015, wrong size delivered",chat
T502852,O214567,open,"I want a refund for O214567, wrong size delivered",phone
T502853,O213280,pending,Can I change the delivery address for O213280?,email
T502854,O214947,open,"the tent O214947 leaked on first use, very disappointed",email
T502855,O210680,closed,Where is my order O210680?? It is 2 weeks late!!!,chat
T502856,O208779,pending,Where is my order O208779?? It is 2 weeks late!!!,chat
T502857,O224003,Open,"Great service, jacket fits perfectly. thanks",email
T502858,O200007,closed,Can I change the delivery address for O200007?,phone
T502859,O206010,closed,  RETURN REQUEST: item not as described  ,phone
T502860,O213199,closed,Where is my order O213199?? It is 2 weeks late!!!,email
T502861,O201119,Open,Where is my order O201119?? It is 2 weeks late!!!,phone
T502862,O203587,closed,"Order O203587 arrived damaged, the zip is broken",email
